grade,sub_grade,short_emp,emp_length_num,home_ownership,dti,purpose,term,last_delinq_none,last_major_derog_none,revol_util,total_rec_late_fee,safe_loans
B,B3,0,4,RENT,15.65,car, 36 months,0,1,42.4,0.0,1
C,C3,0,6,RENT,19.21,credit_card, 36 months,0,1,79.1,0.0,1
D,D1,1,1,RENT,12.2,credit_card, 36 months,1,1,68.5,0.0,1
A,A4,0,11,MORTGAGE,18.03,credit_card, 36 months,1,1,35.0,0.0,1
C,C1,0,4,MORTGAGE,18.09,debt_consolidation, 60 months,1,1,66.4,0.0,1
C,C1,0,4,RENT,27.26,debt_consolidation, 36 months,0,0,57.7,0.0,1
C,C2,0,4,MORTGAGE,16.53,credit_card, 36 months,1,1,55.9,0.0,1
C,C3,0,5,RENT,18.43,credit_card, 60 months,1,1,58.2,0.0,1
B,B3,0,11,RENT,12.45,credit_card, 36 months,1,1,62.8,0.0,1
B,B1,0,8,MORTGAGE,22.17,debt_consolidation, 36 months,1,1,64.6,0.0,1
B,B4,0,11,RENT,10.8,credit_card, 36 months,1,1,71.6,0.0,1
B,B1,0,5,OWN,9.41,debt_consolidation, 36 months,1,1,25.1,0.0,1
C,C2,0,11,RENT,11.05,debt_consolidation, 36 months,0,0,33.4,0.0,1
C,C1,1,1,MORTGAGE,21.5,credit_card, 60 months,1,1,81.8,0.0,1
C,C3,0,4,RENT,16.18,debt_consolidation, 36 months,0,1,92.6,0.0,1
E,E2,0,8,RENT,21.91,debt_consolidation, 60 months,0,1,44.2,0.0,1
B,B5,0,11,RENT,15.31,debt_consolidation, 36 months,1,1,13.8,0.0,1
C,C1,0,6,RENT,19.6,major_purchase, 36 months,1,1,57.4,0.0,1
C,C4,0,3,MORTGAGE,12.27,major_purchase, 60 months,1,1,69.1,0.0,1
B,B2,1,0,MORTGAGE,9.7,credit_card, 36 months,1,1,79.1,0.0,1
C,C3,0,2,RENT,8.99,credit_card, 36 months,1,1,62.8,0.0,1
B,B4,0,9,RENT,27.69,debt_consolidation, 36 months,1,1,52.8,0.0,1
B,B3,0,11,MORTGAGE,13.79,credit_card, 36 months,1,1,70.3,0.0,1
C,C3,0,6,RENT,4.41,credit_card, 36 months,0,0,82.5,0.0,1
B,B1,1,1,RENT,9.49,debt_consolidation, 36 months,1,1,51.3,0.0,1
B,B4,0,6,MORTGAGE,26.62,debt_consolidation, 36 months,1,1,52.2,0.0,1
C,C5,0,5,RENT,27.71,debt_consolidation, 36 months,1,1,98.0,0.0,1
B,B5,0,2,RENT,19.53,debt_consolidation, 36 months,1,1,65.7,0.0,1
B,B5,0,2,RENT,22.01,credit_card, 36 months,1,1,62.3,0.0,1
C,C1,0,4,OWN,12.63,vacation, 36 months,0,0,11.7,0.0,1
C,C3,1,0,RENT,8.03,debt_consolidation, 60 months,0,0,60.6,0.0,1
B,B3,0,4,RENT,18.07,debt_consolidation, 36 months,1,1,54.8,0.0,1
C,C4,0,7,RENT,16.93,debt_consolidation, 60 months,0,1,79.4,0.0,1
D,D2,0,2,RENT,13.95,small_business, 36 months,1,1,36.9,0.0,1
B,B2,0,3,MORTGAGE,4.1,debt_consolidation, 36 months,0,0,82.7,0.0,1
F,F4,0,11,RENT,16.88,debt_consolidation, 60 months,1,1,91.5,0.0,1
C,C1,0,10,MORTGAGE,8.93,credit_card, 36 months,1,1,69.8,0.0,1
B,B1,0,4,RENT,24.76,debt_consolidation, 36 months,1,1,66.8,0.0,1
C,C1,0,6,OWN,25.74,debt_consolidation, 36 months,1,1,75.0,0.0,1
B,B1,0,11,MORTGAGE,20.32,debt_consolidation, 36 months,1,1,82.1,0.0,1
D,D2,0,11,MORTGAGE,24.14,debt_consolidation, 36 months,1,1,20.6,0.0,1
A,A5,0,5,MORTGAGE,8.05,home_improvement, 36 months,0,1,61.9,0.0,1
C,C5,0,3,RENT,7.83,credit_card, 36 months,1,1,87.6,0.0,1
B,B5,0,9,RENT,32.01,debt_consolidation, 36 months,1,1,32.9,0.0,1
F,F3,0,6,RENT,11.82,credit_card, 60 months,1,1,90.4,0.0,1
B,B3,0,11,OWN,4.6,debt_consolidation, 36 months,1,1,25.6,0.0,1
B,B4,1,1,RENT,14.35,credit_card, 36 months,1,1,74.1,0.0,1
C,C2,0,9,MORTGAGE,6.41,debt_consolidation, 36 months,1,1,69.3,0.0,1
C,C5,0,11,MORTGAGE,11.96,debt_consolidation, 60 months,1,1,66.9,0.0,1
A,A3,0,11,MORTGAGE,5.86,debt_consolidation, 36 months,1,1,13.5,0.0,1
E,E1,1,1,RENT,13.05,credit_card, 36 months,1,1,79.2,0.0,1
D,D5,0,11,MORTGAGE,9.84,debt_consolidation, 60 months,1,1,52.8,0.0,1
C,C4,1,1,RENT,6.83,debt_consolidation, 60 months,1,1,92.1,0.0,1
C,C5,0,6,MORTGAGE,22.83,other, 36 months,0,1,51.5,0.0,1
D,D2,0,3,RENT,9.87,medical, 36 months,1,1,64.5,0.0,1
F,F4,0,9,MORTGAGE,19.66,credit_card, 60 months,1,1,91.2,0.0,1
C,C2,0,4,RENT,15.21,credit_card, 36 months,1,1,68.5,0.0,1
B,B4,0,6,RENT,10.89,debt_consolidation, 36 months,1,1,54.9,0.0,1
B,B3,0,11,MORTGAGE,12.24,home_improvement, 36 months,1,1,43.8,0.0,1
F,F5,0,3,MORTGAGE,19.69,debt_consolidation, 60 months,0,0,65.7,0.0,1
C,C3,0,3,MORTGAGE,12.63,debt_consolidation, 60 months,1,1,57.6,0.0,1
A,A3,0,6,MORTGAGE,7.73,debt_consolidation, 36 months,0,1,73.2,0.0,1
C,C5,0,11,RENT,33.86,debt_consolidation, 36 months,0,1,60.3,0.0,1
C,C4,0,7,RENT,3.84,debt_consolidation, 36 months,0,0,30.5,0.0,1
D,D3,1,0,OWN,10.59,credit_card, 36 months,1,1,51.5,0.0,1
E,E2,0,11,RENT,20.95,other, 36 months,0,1,66.6,0.0,1
B,B2,0,7,RENT,5.41,debt_consolidation, 36 months,1,1,25.5,0.0,1
B,B4,0,11,MORTGAGE,19.09,debt_consolidation, 36 months,1,1,43.9,0.0,1
D,D1,0,6,OWN,7.57,debt_consolidation, 60 months,0,0,72.7,0.0,1
B,B2,0,11,MORTGAGE,8.2,debt_consolidation, 36 months,0,1,71.9,0.0,1
C,C4,0,7,MORTGAGE,13.01,debt_consolidation, 36 months,0,0,52.9,0.0,1
D,D1,0,11,RENT,18.37,credit_card, 36 months,1,1,49.7,0.0,1
B,B4,0,11,RENT,15.18,debt_consolidation, 36 months,0,0,70.5,0.0,1
D,D2,1,0,OWN,22.12,other, 36 months,1,1,73.1,0.0,1
C,C3,0,3,MORTGAGE,17.85,debt_consolidation, 60 months,0,0,40.0,0.0,1
A,A5,0,11,RENT,19.5,debt_consolidation, 36 months,1,1,63.4,0.0,1
C,C1,0,11,RENT,4.52,debt_consolidation, 36 months,0,0,55.8,0.0,1
B,B3,0,2,RENT,13.51,debt_consolidation, 36 months,0,1,47.5,0.0,1
B,B1,0,3,RENT,16.83,credit_card, 36 months,1,1,36.7,0.0,1
A,A2,0,2,RENT,8.92,debt_consolidation, 36 months,1,1,15.7,0.0,1
C,C4,0,11,MORTGAGE,27.6,credit_card, 60 months,1,1,72.2,0.0,1
C,C4,1,1,RENT,7.12,debt_consolidation, 36 months,1,1,54.9,0.0,1
G,G2,0,11,RENT,25.21,debt_consolidation, 60 months,0,1,78.3,0.0,1
A,A3,0,2,RENT,14.55,major_purchase, 36 months,1,1,8.6,0.0,1
D,D1,0,11,MORTGAGE,16.84,debt_consolidation, 36 months,0,0,69.6,0.0,1
E,E3,0,7,RENT,24.51,debt_consolidation, 60 months,0,0,69.3,0.0,1
B,B1,0,3,RENT,4.47,house, 36 months,0,0,30.0,0.0,1
B,B5,0,3,RENT,29.18,credit_card, 36 months,1,1,40.1,0.0,1
D,D1,0,4,MORTGAGE,15.72,home_improvement, 36 months,1,1,12.5,0.0,1
D,D2,0,6,MORTGAGE,16.41,home_improvement, 36 months,1,1,59.5,0.0,1
B,B3,0,11,MORTGAGE,11.63,debt_consolidation, 36 months,0,1,87.0,0.0,1
E,E3,0,3,MORTGAGE,22.48,debt_consolidation, 36 months,0,1,38.6,0.0,1
B,B5,0,11,MORTGAGE,5.57,credit_card, 36 months,1,1,59.5,0.0,1
B,B2,0,11,OWN,8.87,credit_card, 36 months,0,0,66.6,0.0,1
D,D1,0,11,MORTGAGE,21.11,debt_consolidation, 60 months,0,1,78.2,0.0,1
E,E3,0,11,OWN,14.31,debt_consolidation, 60 months,0,1,80.8,0.0,1
D,D3,0,3,MORTGAGE,7.32,major_purchase, 36 months,0,0,0.1,0.0,1
B,B2,0,11,MORTGAGE,14.75,debt_consolidation, 36 months,1,1,66.1,0.0,1
C,C2,0,11,MORTGAGE,13.45,debt_consolidation, 60 months,0,1,54.8,0.0,1
C,C3,0,11,MORTGAGE,19.2,debt_consolidation, 36 months,1,1,71.4,0.0,1
B,B4,0,2,RENT,13.02,debt_consolidation, 60 months,0,0,26.2,0.0,1
C,C4,0,11,MORTGAGE,32.49,debt_consolidation, 60 months,1,1,48.5,0.0,1
C,C2,0,4,OWN,25.99,debt_consolidation, 60 months,1,1,36.7,0.0,1
C,C3,0,2,RENT,20.63,debt_consolidation, 36 months,1,1,54.0,0.0,1
A,A5,0,11,MORTGAGE,13.94,credit_card, 36 months,1,1,82.6,0.0,1
B,B5,0,11,MORTGAGE,11.05,home_improvement, 36 months,1,1,46.3,0.0,1
C,C5,0,11,MORTGAGE,16.93,credit_card, 60 months,1,1,50.9,0.0,1
E,E3,0,3,RENT,9.81,credit_card, 36 months,0,1,53.4,0.0,1
C,C4,0,3,OWN,7.29,debt_consolidation, 36 months,0,0,43.0,0.0,1
D,D2,0,7,RENT,15.04,debt_consolidation, 36 months,0,0,47.6,0.0,1
A,A5,0,11,MORTGAGE,12.91,credit_card, 36 months,1,1,65.2,0.0,1
B,B5,0,11,MORTGAGE,2.12,credit_card, 36 months,1,1,98.0,0.0,1
B,B5,0,8,RENT,5.56,debt_consolidation, 36 months,1,1,48.0,0.0,1
C,C3,0,7,MORTGAGE,26.19,debt_consolidation, 36 months,0,1,46.0,0.0,1
C,C3,0,7,MORTGAGE,26.91,debt_consolidation, 36 months,1,1,60.0,0.0,1
C,C5,0,7,MORTGAGE,15.6,debt_consolidation, 60 months,1,1,83.0,0.0,1
B,B4,0,5,RENT,8.4,credit_card, 36 months,1,1,24.2,0.0,1
D,D2,0,5,MORTGAGE,26.91,credit_card, 36 months,0,1,86.7,0.0,1
C,C2,0,11,MORTGAGE,13.27,debt_consolidation, 60 months,1,1,48.1,0.0,1
A,A2,0,7,MORTGAGE,17.28,debt_consolidation, 36 months,0,0,35.4,0.0,1
F,F4,0,11,MORTGAGE,14.71,debt_consolidation, 60 months,0,0,71.9,0.0,1
D,D1,0,11,RENT,29.28,debt_consolidation, 36 months,0,0,72.3,0.0,1
B,B2,0,11,RENT,6.82,credit_card, 36 months,1,1,28.7,0.0,1
D,D5,0,5,RENT,14.04,debt_consolidation, 36 months,0,0,55.4,0.0,1
E,E1,0,9,RENT,31.56,credit_card, 36 months,0,0,88.2,0.0,1
C,C4,0,4,RENT,24.22,debt_consolidation, 36 months,1,1,88.7,0.0,1
D,D3,0,3,MORTGAGE,25.01,other, 36 months,0,1,79.7,0.0,1
C,C3,0,5,RENT,10.98,credit_card, 36 months,0,1,52.6,0.0,1
B,B3,0,6,MORTGAGE,24.45,debt_consolidation, 36 months,1,1,35.4,0.0,1
C,C2,0,2,RENT,22.46,debt_consolidation, 36 months,1,1,57.2,0.0,1
D,D3,0,4,RENT,24.85,debt_consolidation, 36 months,0,0,99.8,0.0,1
B,B1,0,7,MORTGAGE,20.1,credit_card, 36 months,0,1,61.7,0.0,1
B,B4,0,11,RENT,3.94,debt_consolidation, 36 months,1,1,29.3,0.0,1
C,C4,0,3,MORTGAGE,16.51,home_improvement, 60 months,0,1,37.5,0.0,1
B,B1,0,11,MORTGAGE,7.23,debt_consolidation, 36 months,0,0,44.8,0.0,1
C,C2,1,1,MORTGAGE,18.79,debt_consolidation, 36 months,1,1,67.4,0.0,1
C,C2,1,1,RENT,13.24,major_purchase, 36 months,1,1,59.5,0.0,1
B,B4,0,4,OWN,17.51,credit_card, 60 months,0,1,15.5,0.0,1
D,D5,0,3,OWN,31.85,wedding, 36 months,1,1,83.5,0.0,1
A,A1,0,5,MORTGAGE,8.27,home_improvement, 36 months,1,1,11.7,0.0,1
A,A3,0,6,MORTGAGE,16.6,major_purchase, 36 months,1,1,4.5,0.0,1
C,C2,0,4,MORTGAGE,18.02,credit_card, 36 months,1,1,68.7,0.0,1
A,A2,0,11,MORTGAGE,13.5,credit_card, 36 months,1,1,48.9,0.0,1
D,D5,0,3,RENT,25.81,credit_card, 36 months,0,0,56.0,0.0,1
B,B4,0,11,MORTGAGE,9.45,home_improvement, 36 months,0,0,74.9,0.0,1
E,E3,0,11,MORTGAGE,19.21,home_improvement, 60 months,0,0,91.3,0.0,1
B,B2,0,3,RENT,13.18,debt_consolidation, 36 months,1,1,39.2,0.0,1
B,B5,0,11,MORTGAGE,22.86,major_purchase, 36 months,0,0,27.6,0.0,1
A,A5,0,11,OWN,24.46,debt_consolidation, 60 months,1,1,40.4,0.0,1
D,D4,0,11,MORTGAGE,12.53,debt_consolidation, 36 months,1,1,79.7,0.0,1
D,D1,0,11,RENT,31.51,debt_consolidation, 60 months,1,1,95.8,0.0,1
C,C5,1,0,RENT,20.69,debt_consolidation, 36 months,1,1,18.7,0.0,1
A,A2,0,9,MORTGAGE,6.09,car, 36 months,1,1,23.6,0.0,1
B,B1,1,1,MORTGAGE,25.39,debt_consolidation, 36 months,0,1,49.0,0.0,1
E,E3,0,11,RENT,10.5,debt_consolidation, 60 months,1,1,3.7,0.0,1
C,C5,0,6,RENT,20.6,other, 36 months,1,1,26.7,0.0,1
C,C5,0,2,RENT,30.28,debt_consolidation, 36 months,1,1,80.0,0.0,1
A,A5,1,1,MORTGAGE,4.83,credit_card, 36 months,1,1,18.9,0.0,1
E,E5,0,5,OWN,17.81,debt_consolidation, 36 months,1,1,60.9,0.0,1
B,B3,0,3,MORTGAGE,3.1,wedding, 36 months,0,1,4.5,0.0,1
A,A5,0,7,MORTGAGE,6.81,debt_consolidation, 36 months,1,1,43.4,0.0,1
E,E4,0,11,MORTGAGE,13.14,debt_consolidation, 60 months,1,1,86.0,0.0,1
B,B4,0,7,RENT,8.86,credit_card, 36 months,0,1,76.8,0.0,1
B,B4,0,11,RENT,4.58,house, 36 months,1,1,38.5,0.0,1
D,D2,0,11,RENT,18.5,major_purchase, 36 months,0,0,55.5,0.0,1
D,D3,0,10,MORTGAGE,18.02,credit_card, 36 months,1,1,73.3,0.0,1
B,B2,1,0,MORTGAGE,23.69,credit_card, 36 months,1,1,34.9,0.0,1
D,D2,0,3,MORTGAGE,7.99,other, 36 months,0,0,57.2,0.0,1
C,C2,0,5,RENT,16.26,credit_card, 36 months,0,1,81.7,0.0,1
B,B2,0,3,OWN,26.94,debt_consolidation, 36 months,1,1,40.3,0.0,1
B,B4,1,1,RENT,22.14,debt_consolidation, 36 months,1,1,97.5,0.0,1
C,C4,0,5,MORTGAGE,23.27,debt_consolidation, 60 months,0,1,45.7,0.0,1
C,C2,0,4,MORTGAGE,10.75,debt_consolidation, 60 months,1,1,27.3,0.0,1
D,D2,0,10,RENT,18.72,debt_consolidation, 36 months,0,0,86.4,0.0,1
B,B1,0,7,MORTGAGE,9.95,debt_consolidation, 36 months,0,1,64.5,0.0,1
B,B3,0,11,RENT,14.35,credit_card, 36 months,0,1,15.7,16.6165,1
B,B3,0,5,RENT,27.47,debt_consolidation, 36 months,1,1,45.0,0.0,1
B,B3,0,11,MORTGAGE,9.9,debt_consolidation, 60 months,1,1,17.0,0.0,1
D,D4,0,3,MORTGAGE,9.18,debt_consolidation, 36 months,0,1,75.7,0.0,1
B,B5,0,3,RENT,21.74,credit_card, 36 months,1,1,81.7,0.0,1
B,B1,0,11,MORTGAGE,13.31,credit_card, 60 months,1,1,46.4,0.0,1
E,E3,0,7,MORTGAGE,13.36,debt_consolidation, 60 months,0,1,78.2,0.0,1
B,B4,0,7,MORTGAGE,34.57,debt_consolidation, 36 months,0,0,61.0,0.0,1
B,B3,0,7,MORTGAGE,2.67,house, 36 months,1,1,53.7,0.0,1
B,B2,0,8,MORTGAGE,25.47,debt_consolidation, 36 months,1,1,63.3,0.0,1
E,E1,0,3,RENT,14.08,debt_consolidation, 60 months,0,0,94.1,0.0,1
C,C2,0,3,MORTGAGE,26.69,debt_consolidation, 36 months,1,1,38.3,0.0,1
B,B3,0,3,MORTGAGE,33.23,home_improvement, 36 months,1,1,76.5,0.0,1
A,A4,0,11,MORTGAGE,8.97,debt_consolidation, 36 months,1,1,28.9,0.0,1
B,B3,0,7,MORTGAGE,16.15,debt_consolidation, 36 months,0,1,42.5,0.0,1
B,B5,0,11,MORTGAGE,8.78,debt_consolidation, 36 months,0,0,61.7,0.0,1
C,C3,0,5,RENT,7.05,debt_consolidation, 36 months,1,1,41.4,0.0,1
B,B2,0,2,MORTGAGE,7.01,debt_consolidation, 36 months,0,0,67.6,0.0,1
C,C4,0,10,RENT,29.05,debt_consolidation, 60 months,0,1,73.7,0.0,1
B,B4,0,11,MORTGAGE,25.48,home_improvement, 36 months,1,1,94.5,0.0,1
C,C4,0,5,MORTGAGE,20.75,debt_consolidation, 36 months,1,1,69.1,0.0,1
C,C1,0,11,RENT,2.55,credit_card, 36 months,1,1,47.4,0.0,1
B,B4,1,0,RENT,22.77,credit_card, 36 months,1,1,86.8,0.0,1
C,C3,0,7,MORTGAGE,31.99,small_business, 36 months,1,1,8.8,0.0,1
D,D3,0,5,OWN,14.94,debt_consolidation, 36 months,1,1,85.4,0.0,1
A,A5,0,8,MORTGAGE,13.16,debt_consolidation, 36 months,0,1,18.8,0.0,1
B,B3,1,1,RENT,11.61,credit_card, 36 months,0,0,65.6,0.0,1
D,D2,0,9,RENT,18.74,moving, 36 months,0,1,82.8,0.0,1
D,D4,0,6,RENT,24.53,debt_consolidation, 36 months,1,1,100.9,0.0,1
D,D1,0,11,MORTGAGE,18.35,debt_consolidation, 36 months,1,1,64.3,0.0,1
D,D5,1,1,RENT,12.4,other, 36 months,1,1,28.1,0.0,1
C,C4,0,3,RENT,28.41,debt_consolidation, 60 months,1,1,75.6,0.0,1
A,A1,0,2,MORTGAGE,6.02,debt_consolidation, 36 months,1,1,1.1,0.0,1
D,D4,0,3,MORTGAGE,15.21,debt_consolidation, 36 months,1,1,61.5,0.0,1
E,E4,1,1,RENT,17.36,debt_consolidation, 60 months,1,1,72.3,0.0,1
A,A1,0,2,MORTGAGE,21.93,debt_consolidation, 36 months,0,1,41.3,0.0,1
A,A2,0,11,MORTGAGE,18.06,credit_card, 36 months,1,1,34.1,0.0,1
C,C2,1,1,RENT,29.27,debt_consolidation, 36 months,0,0,18.6,0.0,1
C,C2,0,2,RENT,23.18,credit_card, 36 months,1,1,83.8,0.0,1
A,A2,0,6,MORTGAGE,26.47,home_improvement, 36 months,1,1,3.9,0.0,1
C,C2,0,2,RENT,27.02,debt_consolidation, 36 months,1,1,94.3,0.0,1
C,C5,0,2,OWN,12.97,debt_consolidation, 36 months,0,1,70.8,0.0,1
A,A2,1,1,MORTGAGE,12.68,debt_consolidation, 36 months,1,1,44.6,0.0,1
E,E2,0,11,MORTGAGE,16.67,other, 36 months,0,1,53.4,0.0,1
E,E2,0,2,RENT,9.21,house, 36 months,0,0,55.7,0.0,1
B,B1,1,0,OWN,24.71,debt_consolidation, 60 months,1,1,8.6,0.0,1
B,B5,0,10,MORTGAGE,19.58,debt_consolidation, 36 months,0,0,41.5,0.0,1
B,B2,0,8,RENT,26.16,debt_consolidation, 36 months,1,1,75.6,0.0,1
B,B2,0,11,MORTGAGE,14.41,debt_consolidation, 36 months,1,1,79.0,0.0,1
C,C3,0,3,RENT,21.16,debt_consolidation, 60 months,1,1,56.7,0.0,1
A,A1,0,11,MORTGAGE,6.0,debt_consolidation, 36 months,1,1,20.5,0.0,1
D,D2,1,1,OWN,9.56,other, 36 months,0,1,82.9,0.0,1
C,C5,0,7,MORTGAGE,16.02,debt_consolidation, 60 months,1,1,56.0,0.0,1
A,A3,0,4,MORTGAGE,33.79,debt_consolidation, 36 months,0,1,26.0,0.0,1
D,D1,0,11,RENT,9.71,debt_consolidation, 36 months,0,0,53.3,0.0,1
B,B3,0,4,OWN,21.75,credit_card, 36 months,0,1,0.2,0.0,1
D,D1,0,5,MORTGAGE,10.98,other, 36 months,0,0,7.3,0.0,1
C,C2,0,11,MORTGAGE,10.46,debt_consolidation, 60 months,1,1,68.4,0.0,1
C,C3,0,8,RENT,23.73,debt_consolidation, 36 months,0,0,84.7,0.0,1
C,C5,0,11,MORTGAGE,15.59,debt_consolidation, 36 months,1,1,58.0,0.0,1
B,B4,0,11,MORTGAGE,7.12,debt_consolidation, 36 months,1,1,87.1,0.0,1
B,B3,0,6,RENT,20.51,debt_consolidation, 36 months,1,1,56.3,0.0,1
C,C5,1,1,RENT,15.73,debt_consolidation, 60 months,1,1,49.2,0.0,1
B,B5,0,5,RENT,25.11,credit_card, 36 months,1,1,42.7,0.0,1
D,D1,0,10,MORTGAGE,7.76,debt_consolidation, 36 months,1,1,84.0,0.0,1
A,A1,0,2,MORTGAGE,2.59,debt_consolidation, 36 months,1,1,21.0,0.0,1
B,B2,0,8,RENT,7.87,debt_consolidation, 36 months,1,1,77.9,0.0,1
D,D5,0,6,RENT,12.58,small_business, 60 months,1,1,29.9,0.0,1
C,C5,0,6,MORTGAGE,22.55,debt_consolidation, 36 months,0,1,51.2,0.0,1
C,C1,0,7,MORTGAGE,31.14,debt_consolidation, 36 months,1,1,66.5,0.0,1
C,C2,0,6,MORTGAGE,11.76,debt_consolidation, 36 months,1,1,49.4,0.0,1
E,E5,0,11,MORTGAGE,22.16,debt_consolidation, 36 months,1,1,97.1,0.0,1
B,B3,0,11,MORTGAGE,16.68,credit_card, 36 months,0,1,73.6,0.0,1
D,D2,0,9,RENT,22.91,debt_consolidation, 36 months,1,1,63.6,0.0,1
B,B4,0,9,RENT,14.52,debt_consolidation, 36 months,0,1,84.0,0.0,1
C,C1,0,6,MORTGAGE,19.23,debt_consolidation, 36 months,1,1,54.8,0.0,1
A,A3,1,0,RENT,14.48,debt_consolidation, 36 months,1,1,15.8,0.0,1
A,A3,0,5,MORTGAGE,10.22,debt_consolidation, 36 months,1,1,54.5,0.0,1
D,D2,0,11,MORTGAGE,15.76,debt_consolidation, 36 months,0,0,70.1,0.0,1
D,D1,0,3,RENT,21.16,credit_card, 36 months,1,1,82.9,0.0,1
C,C4,0,11,MORTGAGE,10.34,house, 36 months,1,1,51.0,0.0,1
C,C4,0,11,RENT,21.41,debt_consolidation, 36 months,0,0,81.8,0.0,1
A,A2,0,11,MORTGAGE,15.62,credit_card, 36 months,1,1,94.4,0.0,1
C,C3,0,11,MORTGAGE,11.38,debt_consolidation, 60 months,1,1,69.5,0.0,1
B,B1,0,11,MORTGAGE,25.68,home_improvement, 36 months,0,0,57.8,0.0,1
A,A4,0,2,RENT,7.64,major_purchase, 36 months,1,1,3.1,0.0,1
B,B4,0,8,RENT,16.43,debt_consolidation, 36 months,1,1,79.4,0.0,1
B,B1,0,5,MORTGAGE,15.61,debt_consolidation, 36 months,1,1,12.1,0.0,1
D,D2,0,8,RENT,9.33,debt_consolidation, 36 months,1,1,86.5,0.0,1
B,B3,0,11,MORTGAGE,9.19,credit_card, 36 months,0,0,28.5,0.0,1
C,C4,0,8,MORTGAGE,24.23,credit_card, 36 months,1,1,61.0,0.0,1
E,E3,0,9,RENT,12.38,debt_consolidation, 36 months,0,1,77.9,0.0,1
C,C4,0,11,MORTGAGE,19.85,debt_consolidation, 60 months,1,1,64.8,0.0,1
D,D5,0,3,RENT,24.69,other, 36 months,0,0,22.3,0.0,1
E,E2,0,11,RENT,16.32,debt_consolidation, 60 months,1,1,60.4,0.0,1
C,C4,0,11,MORTGAGE,16.9,credit_card, 60 months,0,1,60.9,0.0,1
B,B2,0,2,RENT,0.55,small_business, 36 months,1,1,2.2,0.0,1
B,B1,0,4,MORTGAGE,11.74,credit_card, 36 months,0,0,78.5,0.0,1
F,F1,0,6,MORTGAGE,19.15,debt_consolidation, 60 months,0,0,80.6,0.0,1
C,C5,1,1,RENT,28.67,debt_consolidation, 36 months,1,1,57.0,0.0,1
C,C4,0,9,MORTGAGE,17.99,credit_card, 36 months,1,1,75.7,0.0,1
D,D1,1,1,RENT,15.61,debt_consolidation, 36 months,1,1,97.6,0.0,1
D,D4,0,11,MORTGAGE,17.98,credit_card, 36 months,1,1,70.0,0.0,1
D,D5,0,6,OWN,14.64,other, 36 months,0,0,93.1,0.0,1
D,D3,0,11,MORTGAGE,10.81,debt_consolidation, 36 months,0,1,46.3,0.0,1
B,B3,0,11,MORTGAGE,19.41,debt_consolidation, 36 months,1,1,55.8,0.0,1
A,A2,0,11,MORTGAGE,5.75,debt_consolidation, 36 months,0,0,61.0,0.0,1
A,A3,0,3,MORTGAGE,8.43,debt_consolidation, 36 months,1,1,40.0,0.0,1
B,B2,0,6,RENT,12.78,credit_card, 36 months,0,0,66.7,0.0,1
C,C5,0,6,OWN,25.76,debt_consolidation, 36 months,1,1,43.4,0.0,1
B,B2,0,3,MORTGAGE,14.84,debt_consolidation, 36 months,1,1,47.1,0.0,1
B,B3,1,1,OWN,18.99,credit_card, 36 months,1,1,93.8,0.0,1
B,B5,0,5,RENT,13.43,debt_consolidation, 36 months,0,0,39.4,0.0,1
E,E4,0,7,RENT,12.38,debt_consolidation, 36 months,1,1,78.7,0.0,1
B,B3,0,8,MORTGAGE,30.96,credit_card, 36 months,1,1,73.4,0.0,1
A,A3,0,4,MORTGAGE,17.55,debt_consolidation, 36 months,1,1,48.6,0.0,1
B,B4,1,0,RENT,16.3,debt_consolidation, 36 months,1,1,47.1,0.0,1
B,B3,0,11,MORTGAGE,13.4,debt_consolidation, 36 months,0,0,11.2,0.0,1
F,F1,0,3,MORTGAGE,15.61,debt_consolidation, 60 months,0,1,49.5,0.0,1
B,B2,0,5,RENT,11.66,debt_consolidation, 36 months,0,0,42.9,0.0,1
A,A2,1,0,RENT,12.77,debt_consolidation, 36 months,0,1,23.7,0.0,1
A,A2,0,11,MORTGAGE,4.59,home_improvement, 36 months,0,1,1.3,0.0,1
C,C1,0,6,MORTGAGE,26.11,debt_consolidation, 36 months,1,1,41.7,0.0,1
B,B4,0,11,RENT,12.33,debt_consolidation, 36 months,1,1,72.5,0.0,1
B,B2,0,11,MORTGAGE,20.35,debt_consolidation, 36 months,1,1,74.9,0.0,1
B,B5,0,6,RENT,4.05,debt_consolidation, 36 months,1,1,26.4,0.0,1
B,B3,0,11,RENT,6.85,home_improvement, 60 months,1,1,24.3,0.0,1
C,C4,0,3,RENT,21.28,debt_consolidation, 36 months,1,1,61.4,0.0,1
D,D1,0,6,MORTGAGE,18.69,home_improvement, 36 months,0,0,80.2,0.0,1
A,A3,0,5,MORTGAGE,12.86,debt_consolidation, 36 months,1,1,19.8,0.0,1
B,B1,0,11,MORTGAGE,13.02,debt_consolidation, 36 months,0,0,40.7,0.0,1
D,D2,0,11,OWN,22.21,credit_card, 36 months,1,1,78.6,0.0,1
A,A2,0,11,OWN,28.18,credit_card, 36 months,1,1,48.4,0.0,1
D,D3,0,2,RENT,17.9,debt_consolidation, 36 months,1,1,61.6,0.0,1
G,G2,0,11,MORTGAGE,16.09,moving, 60 months,0,0,96.7,0.0,1
B,B3,0,11,RENT,12.13,debt_consolidation, 36 months,1,1,26.5,0.0,1
E,E1,0,6,RENT,23.07,debt_consolidation, 60 months,1,1,74.3,0.0,1
